,,12/31/24,Outbound Calls,,,,,Inbound Calls,,,,,Revenue,,,,,,,,,,,CAC,,,,Single Jobs,,,,,,,,,,,,,,GBA,,,,,,,SOLD ESTIMATES,,,MANPOWER,,,,,,SOLD HOURS,,,,,,,,,,,,,,,SJ<$100,,,,,,,Recalls,,,,,,,SJ Repair %,,,,,,,SJ Repair Avg$$,,,,,,,Opportunity TO %,,,,,,,TO Conversion %,,,,,,,Conversion $AVG,,,,,,,SJ MKTEstimates,,,,,,SJ MKTE Conv %,,,,,,,SJ MKTE Conv $,,,,,,,Airflow PRJ MIX %,,,,,,,AF PRJ AVG $,,,,,,Equip MIX %,,,,,,,Equip AVG $,,,,,,,SVC PRJ %,,,,,,,SVC PRJ AVG $,,,,,,,Tech Count,,,,,Sales Tech Count,,,,,Installers Count,,,,,Techs Term,,,,,Sales Techs Term,,,,,Installer Term,,,,,Clubs,,,,,NPS,,,,
,TOTAL,"June, 2024",,,,,,,,,,,"$706,957",174.1%,"$1,596,574",108.8%,"$97,904","$52,545","$8,209","$2,144,874","$2,303,531","$2,303,531",123.0%,"$138,212","1,084",652,55.7%,212,220.8%,212,0,4,750,750,83.6%,754,511,455,966,966,94.9%,"$3,335","$2,117",$192,$115,"$2,039","$2,039",135.3%,"$2,258,336","$2,258,336",122.4%,40,0,5,0,7,0,251.4,$631.10,"1,036.5",$153.07,104.5,$211.15,143.1,$154.17,"3,425.9",$121.13,"3,246.0",$127.84,"3,781.8",,,170,652,,415,407,0,822,12,84,0,96,0,0,96,19.81%,13.40%,19.07%,18.59%,10.55%,,14.80%,$499,$573,$106,$497,$661,$0,$551,74.53%,54.91%,76.27%,58.51%,60.00%,,59.21%,14.56%,22.22%,20.10%,24.75%,15.02%,,20.10%,"$18,110","$12,408","$13,548","$13,618","$13,423",,"$13,548",118,46,164,164,164,72.9%,16.95%,23.91%,18.90%,,,18.90%,18.90%,"$17,856","$27,731","$21,360",,,"$21,360","$21,360",43.53%,75.40%,65.37%,,,,,"$12,786","$12,175","$12,298",23,91,114,55.54%,21.60%,32.29%,,,,32.29%,"$15,633","$12,693","$14,133",,,,"$14,132.56",0.29%,2.05%,2.35%,,,,2.35%,"$1,572","$4,007","$3,358",,,,"$3,358",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"May, 2024",,,,,,,,,,,"$740,922",114.5%,"$1,456,389",86.8%,"$22,406","$127,238",$679,"$2,046,989","$2,197,311","$2,197,311",94.5%,"$131,839","1,770",419,47.7%,315,198.1%,315,0,6,774,774,72.0%,780,319,776,"1,095","1,095",85.7%,"$2,352","$1,867",$70,$164,"$1,828","$1,828",127.5%,"$1,954,046","$1,954,046",88.7%,43,0,3,0,8,0,256.9,$585.14,"1,055.6",$142.41,68.7,$111.26,83.0,$92.01,"3,110.3",$186.06,"2,861.2",$202.26,"3,435.8",,,275,680,,274,681,0,955,7,77,0,84,0,0,84,12.70%,12.69%,17.96%,14.11%,12.11%,,12.69%,$569,$526,$97,$454,$578,$0,$538,64.44%,49.10%,75.71%,48.90%,55.41%,,53.52%,18.72%,19.06%,18.94%,22.44%,17.67%,,18.94%,"$17,194","$15,131","$15,838","$17,554","$15,047",,"$15,838",71,36,107,107,107,31.1%,8.45%,13.89%,10.28%,,,10.28%,10.28%,"$27,913","$16,892","$22,903",,,"$22,903","$22,903",75.13%,85.59%,82.18%,,,,,"$12,532","$10,008","$10,647",40,118,158,22.95%,12.56%,15.95%,,,,15.95%,"$13,921","$15,755","$14,838",,,,"$14,838.00",0.63%,1.24%,1.87%,,,,1.87%,"$2,564","$1,698","$1,915",,,,"$1,915",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"April, 2024",,,,,,,,,,,"$781,397",179.6%,"$1,400,765",90.4%,"$9,156","$94,004",$0,"$2,079,002","$2,182,162","$2,182,162",110.0%,"$130,930","2,614",299,30.6%,438,359.0%,438,0,19,668,668,75.8%,687,204,921,"1,125","1,125",104.9%,"$1,784","$2,039",$45,$102,"$1,820","$1,820",123.6%,"$2,462,534","$2,462,534",114.6%,43,0,3,0,8,0,147.5,$699.39,"1,219.3",$84.61,53.5,$248.21,66.6,$199.41,"3,408.8",$205.15,"2,791.5",$250.52,"3,609.8",,,388,572,,183,777,0,960,6,66,0,72,0,0,72,11.42%,16.30%,24.25%,9.80%,15.42%,,14.40%,$563,$472,$123,$566,$490,$0,$499,51.14%,46.58%,81.44%,32.84%,51.79%,,48.36%,15.18%,23.75%,20.22%,25.37%,19.50%,,20.22%,"$21,051","$15,719","$17,367","$20,204","$16,848",,"$17,367",55,19,74,74,74,26.8%,16.36%,21.05%,17.57%,,,17.57%,17.57%,"$27,935","$11,170","$22,776",,,"$22,776","$22,776",73.85%,84.63%,80.73%,,,,,"$11,579","$10,794","$11,042",48,104,152,25.77%,13.21%,17.75%,,,,17.75%,"$13,850","$14,600","$14,196",,,,"$14,196.38",0.14%,1.39%,1.52%,,,,1.52%,"$1,448","$2,400","$2,264",,,,"$2,264",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"March, 2024",,,,,,,,,,,"$445,823",108.7%,"$1,009,022",56.1%,"$4,739","$59,728",$895,"$1,389,483","$1,454,845","$1,454,845",65.9%,"$87,291","2,023",220,26.0%,396,253.8%,396,0,73,676,676,62.5%,749,184,961,"1,145","1,145",88.4%,"$1,126","$1,347",$26,$62,"$1,213","$1,213",91.0%,"$1,549,140","$1,549,140",76.0%,43,0,3,0,6,0,86.8,$753.02,"1,297.5",$50.38,55.0,$351.75,74.0,$261.50,"2,401.5",$204.64,"1,769.9",$277.66,"2,543.3",,,343,652,,168,827,0,995,7,59,0,66,0,0,66,13.38%,12.95%,22.19%,8.70%,13.94%,,13.10%,$492,$421,$99,$498,$440,$0,$446,48.74%,36.85%,69.38%,22.83%,44.43%,,40.96%,14.51%,24.64%,20.47%,42.86%,18.27%,,20.47%,"$17,277","$14,374","$15,221","$15,380","$15,184",,"$15,221",31,23,54,54,54,15.0%,0.00%,17.39%,7.41%,,,7.41%,7.41%,$0,"$8,399","$8,399",,,"$8,399","$8,399",92.33%,85.78%,87.76%,,,,,"$13,820","$10,810","$11,613",28,77,105,5.85%,11.40%,9.72%,,,,9.72%,"$12,250","$12,287","$12,280",,,,"$12,280.18",0.55%,1.97%,2.52%,,,,2.52%,"$3,824","$2,106","$2,335",,,,"$2,335",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"February, 2024",,,,,,,,,,,"$428,339",85.7%,"$989,295",76.4%,"$27,035","$45,760",$380,"$1,344,459","$1,417,633","$1,417,633",79.0%,"$85,058","1,259",340,66.6%,250,118.5%,249,1,164,670,670,65.7%,834,228,856,"1,084","1,084",82.9%,"$1,713","$1,186",$119,$53,"$1,252","$1,252",110.6%,"$1,424,852","$1,424,852",72.1%,40,0,4,0,5,0,106.0,$690.33,"1,920.4",$38.10,43.8,$138.01,64.3,$93.92,"2,148.5",$233.75,"1,792.4",$280.20,"2,298.3",,,230,754,,208,776,0,984,5,62,0,67,0,0,67,7.60%,9.47%,14.63%,8.33%,9.23%,,9.04%,$424,$444,$66,$595,$401,$0,$440,50.80%,35.25%,62.84%,21.49%,43.46%,,38.84%,19.69%,21.09%,20.67%,28.57%,19.62%,,20.67%,"$15,831","$12,879","$13,727","$12,669","$13,930",,"$13,727",33,15,48,48,48,17.3%,6.06%,13.33%,8.33%,,,8.33%,8.33%,"$18,700","$18,675","$18,687",,,"$18,687","$18,687",80.43%,90.50%,87.47%,,,,,"$13,545","$13,507","$13,518",24,63,87,17.00%,7.57%,10.41%,,,,10.41%,"$13,740","$14,240","$13,990",,,,"$13,990.00",0.77%,1.35%,2.12%,,,,2.12%,"$3,459","$1,813","$2,193",,,,"$2,193",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"January, 2024",,,,,,,,,,,"$454,159",79.43%,"$1,627,542",122.99%,"$34,851","$97,257",$0,"$1,949,593","$2,081,701","$2,081,701",109.9%,"$124,902",902,504,85.5%,248,128.5%,247,1,131,903,903,85.7%,"1,034",374,908,"1,282","1,282",93.0%,"$1,831","$1,574",$93,$107,"$1,505","$1,505",134.4%,"$1,873,357","$1,873,357",104.0%,49,1,6,0,7,0,180.8,$730.89,"2,232.1",$59.19,90.8,$100.28,108.3,$84.02,"3,079.0",$254.18,"2,253.7",$347.27,"3,350.5",,,211,895,,313,793,0,"1,106",8,83,0,91,0,0,91,14.11%,13.15%,18.94%,15.51%,12.44%,,13.34%,$372,$556,$101,$487,$533,$0,$517,33.87%,36.36%,50.94%,19.79%,42.51%,,35.88%,20.24%,25.80%,24.78%,25.68%,24.61%,,24.78%,"$15,691","$12,725","$13,167","$16,915","$12,418",,"$13,167",68,33,101,101,101,32.2%,11.76%,15.15%,12.87%,,,12.87%,12.87%,"$22,586","$23,596","$22,975",,,"$22,975","$22,975",61.06%,77.46%,73.75%,,,,,"$11,724","$12,560","$12,395",23,93,116,35.59%,19.79%,23.37%,,,,23.37%,"$14,288","$14,919","$14,695",,,,"$14,695.00",0.76%,2.13%,2.89%,,,,2.89%,"$3,698","$2,183","$2,447",,,,"$2,447",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"December, 2023",,,,,,,,,,,"$237,973",,"$1,087,639",,"$15,441","$53,224",$0,"$1,256,947","$1,325,612","$1,325,612",,"$79,537",305,780,,102,,101,1,78,607,607,,685,271,516,787,787,,"$2,333","$1,588",$57,$103,"$1,536","$1,536",,"$1,670,602","$1,670,602",,31,0,3,0,5,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,82,611,,235,458,,693,11,64,0,75,,,75,19.61%,10.80%,15.49%,13.28%,11.24%,,11.94%,$430,$449,$69,$505,$408,$0,$445,46.08%,38.39%,51.07%,13.28%,53.10%,,39.39%,23.40%,29.28%,28.39%,38.89%,27.01%,,28.39%,"$21,218","$12,999","$14,026","$11,755","$14,456",,"$14,026",42,34,76,76,76,,14.29%,11.76%,13.16%,,,13.16%,13.16%,"$19,696","$20,040","$19,834",,,"$19,834","$19,834",72.61%,88.43%,85.91%,,,,,"$16,154","$10,741","$11,249",9,87,96,24.23%,9.82%,12.11%,,,,12.11%,"$12,126","$12,971","$12,689",,,,"$12,689.08",0.50%,1.47%,1.97%,,,,1.97%,"$2,112","$1,421","$1,551",,,,"$1,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"November, 2023",,,,,,,,,,,"$248,917",,"$708,564",,"$10,075","$20,147",$0,"$927,259","$957,481","$957,481",,"$57,449",611,407,,141,,140,1,9,455,455,,464,222,383,605,605,,"$1,765","$1,527",$45,$53,"$1,394","$1,394",,"$1,040,666","$1,040,666",,25,0,4,0,5,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,119,395,,191,323,,514,10,37,0,47,,,47,15.60%,14.87%,20.00%,13.96%,15.67%,,15.04%,$315,$368,$71,$389,$338,$0,$355,39.72%,52.80%,66.15%,13.96%,70.50%,,49.75%,25.00%,20.82%,21.59%,19.35%,21.85%,,21.59%,"$14,805","$13,070","$13,443","$17,837","$12,997",,"$13,443",54,28,82,82,82,,11.11%,10.71%,10.98%,,,10.98%,10.98%,"$10,935","$11,735","$11,202",,,"$11,202","$11,202",68.10%,84.86%,80.50%,,,,,"$12,647","$11,192","$11,483",13,52,65,31.07%,11.86%,16.86%,,,,16.86%,"$15,002","$10,164","$12,025",,,,"$12,025.00",0.22%,2.43%,2.64%,,,,2.64%,"$2,000","$1,023","$1,066",,,,"$1,066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"October, 2023",,,,,,,,,,,"$240,997",,"$790,170",,"$12,628","$56,951","$10,100","$951,489","$1,031,167","$1,031,167",,"$61,870",206,1167,,53,,53,0,52,612,612,,664,150,567,717,717,,"$4,547","$1,190",$84,$100,"$1,242","$1,242",,"$1,012,241","$1,012,241",,30,0,5,0,4,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,47,525,,127,445,,572,2,15,0,17,,,17,11.32%,20.48%,23.20%,14.67%,21.16%,,19.80%,$588,$447,$107,$660,$414,$0,$453,41.51%,36.14%,42.81%,14.00%,42.50%,,36.54%,9.09%,21.25%,20.23%,19.05%,20.33%,,20.23%,"$27,353","$11,152","$11,763","$16,161","$11,404",,"$11,763",80,33,113,113,113,,12.50%,6.06%,10.62%,,,10.62%,10.62%,"$17,135","$17,592","$17,211",,,"$17,211","$17,211",77.73%,81.88%,80.89%,,,,,"$21,988","$9,577","$10,996",8,62,70,22.27%,15.21%,16.89%,,,,16.89%,"$10,077","$6,130","$6,988",,,,"$6,987.70",0.00%,2.21%,2.21%,,,,2.21%,$0,$843,$843,,,,$843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"September, 2023",,,,,,,,,,,"$239,459",,"$874,249",,"$24,315","$75,935",$0,"$1,013,458","$1,113,708","$1,113,708",,"$66,823",154,1554,,43,,43,0,24,709,709,,733,215,561,776,776,,"$5,569","$1,193",$113,$135,"$1,254","$1,254",,"$1,244,648","$1,244,648",,32,0,6,0,3,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,37,581,,172,446,,618,0,18,0,18,,,18,13.95%,20.74%,22.28%,20.00%,20.50%,,20.36%,$832,$353,$83,$464,$336,$0,$371,53.49%,37.93%,42.45%,15.35%,47.77%,,38.79%,17.39%,21.58%,21.26%,27.27%,20.52%,,21.26%,"$31,071","$10,810","$12,077","$11,575","$12,159",,"$12,077",76,36,112,112,112,,9.21%,8.33%,8.93%,,,8.93%,8.93%,"$14,110","$11,647","$13,371",,,"$13,371","$13,371",66.52%,62.35%,63.31%,,,,,"$31,110","$9,722","$11,667",5,50,55,33.48%,34.24%,34.06%,,,,34.06%,"$9,785","$14,048","$12,785",,,,"$12,784.85",0.00%,2.62%,2.62%,,,,2.62%,$0,$760,$760,,,,$760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"August, 2023",,,,,,,,,,,"$366,000",,"$1,739,815",,"$54,229","$73,972","$8,153","$1,969,463","$2,105,816","$2,105,816",,"$126,349",269,1359,,93,,93,0,18,"1,197","1,197",,"1,215",409,899,"1,308","1,308",,"$3,935","$1,432",$133,$82,"$1,358","$1,358",,"$1,739,439","$1,739,439",,55,1,14,0,6,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,61,957,,307,711,0,"1,018",0,4,0,4,0,0,4,32.26%,21.15%,23.98%,24.21%,20.91%,,21.94%,$435,$409,$100,$514,$357,$0,$412,48.39%,28.81%,33.00%,5.62%,41.38%,,30.20%,20.00%,19.43%,19.49%,34.78%,18.55%,,19.49%,"$14,135","$11,114","$11,467","$8,116","$11,856",,"$11,467",141,102,243,243,243,,7.09%,15.69%,10.70%,,,10.70%,10.70%,"$14,681","$13,445","$13,920",,,"$13,920","$13,920",58.26%,66.08%,64.71%,,,,,"$22,408","$14,694","$15,541",9,73,82,41.53%,32.45%,34.05%,,,,34.05%,"$14,376","$13,864","$13,971",,,,"$13,970.83",0.04%,1.34%,1.38%,,,,1.38%,$362,"$1,388","$1,291",,,,"$1,291",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"July, 2023",,,,,,,,,,,"$920,981",,"$1,290,458",,"$86,643","$57,048",$0,"$2,067,747","$2,211,438","$2,211,438",,"$132,686","1,104",835,,159,,159,0,21,830,830,,851,502,508,"1,010","1,010",,"$5,792","$1,516",$173,$112,"$1,741","$1,741",,"$2,578,137","$2,578,137",,45,0,15,0,6,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,107,600,,327,380,0,707,0,0,0,0,0,0,0,31.45%,28.91%,35.66%,33.47%,25.20%,,29.31%,$535,$501,$185,$593,$389,$0,$507,48.43%,29.96%,40.00%,2.19%,63.19%,,32.87%,25.97%,21.18%,22.29%,27.27%,22.12%,,22.29%,"$20,335","$10,864","$13,424","$5,773","$13,747",,"$13,424",176,84,260,260,260,,22.73%,21.43%,22.31%,,,22.31%,22.31%,"$20,979","$16,154","$19,481",,,"$19,481","$19,481",57.98%,55.82%,56.75%,,,,,"$25,746","$12,424","$16,074",20,53,73,40.60%,41.39%,41.05%,,,,41.05%,"$13,870","$14,361","$14,148",,,,"$14,147.86",0.61%,1.59%,2.20%,,,,2.20%,"$6,287","$1,372","$1,750",,,,"$1,750",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"June, 2023",,,,,,,,,,,"$405,954",,"$1,466,932",,"$40,086","$81,607","$4,376","$1,746,817","$1,872,886","$1,872,886",,"$112,373",347,1171,,96,,96,0,25,897,897,,922,263,755,"1,018","1,018",,"$4,229","$1,591",$152,$108,"$1,507","$1,507",,"$1,844,599","$1,844,599",,44,0,15,0,6,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,73,714,,199,588,0,787,0,0,0,0,0,0,0,23.96%,22.45%,25.64%,24.33%,21.99%,,22.59%,$761,$510,$138,$700,$471,$0,$535,41.67%,29.39%,34.67%,19.01%,34.57%,,30.55%,22.50%,28.41%,27.65%,32.00%,26.82%,,27.65%,"$18,508","$11,332","$12,083","$10,843","$12,366",,"$12,083",154,71,225,225,225,,20.13%,15.49%,18.67%,,,18.67%,18.67%,"$13,659","$18,142","$14,833",,,"$14,833","$14,833",37.65%,59.90%,54.98%,,,,,"$20,772","$11,165","$12,006",7,73,80,57.91%,38.12%,42.49%,,,,42.49%,"$13,157","$10,584","$11,247",,,,"$11,246.58",0.98%,1.54%,2.52%,,,,2.52%,"$8,568","$1,124","$1,696",,,,"$1,696",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"May, 2023",,,,,,,,,,,"$647,332",,"$1,677,024",,"$76,817","$121,312",$0,"$2,126,227","$2,324,356","$2,324,356",,"$139,461",738,877,,159,,159,0,43,"1,075","1,075",,"1,118",457,820,"1,277","1,277",,"$4,071","$1,500",$168,$148,"$1,434","$1,434",,"$2,204,187","$2,204,187",,58,1,21,0,7,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,117,824,,340,601,0,941,0,0,0,0,0,0,0,25.79%,26.12%,30.98%,24.95%,26.71%,,26.08%,$790,$598,$194,$796,$529,$0,$622,37.74%,23.52%,30.05%,14.00%,31.59%,,25.29%,18.33%,24.71%,23.53%,32.81%,21.24%,,23.53%,"$17,666","$10,330","$11,392","$9,348","$12,173",,"$11,392",232,112,344,344,344,,14.22%,19.64%,15.99%,,,15.99%,15.99%,"$20,776","$15,782","$18,778",,,"$18,778","$18,778",55.16%,49.60%,51.20%,,,,,"$30,548","$11,401","$14,137",11,66,77,44.60%,47.89%,46.95%,,,,46.95%,"$16,981","$12,314","$13,310",,,,"$13,309.71",0.07%,1.79%,1.86%,,,,1.86%,$740,"$1,226","$1,196",,,,"$1,196",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"April, 2023",,,,,,,,,,,"$435,098",,"$1,549,158",,"$56,336","$104,605","$1,000","$1,822,315","$1,984,256","$1,984,256",,"$119,055",446,976,,122,,122,0,69,881,881,,950,322,750,"1,072","1,072",,"$3,566","$1,631",$175,$139,"$1,472","$1,472",,"$2,148,529","$2,148,529",,48,1,24,0,6,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,79,694,,247,526,0,773,0,0,0,0,0,0,0,35.25%,26.84%,33.83%,23.29%,29.73%,,27.80%,$908,$563,$208,"$1,043",$468,$0,$612,36.07%,31.05%,38.48%,37.58%,29.07%,,31.62%,27.27%,23.39%,23.89%,19.01%,26.61%,,23.89%,"$15,798","$12,632","$13,101","$10,789","$14,018",,"$13,101",196,80,276,276,276,,17.35%,16.25%,17.03%,,,17.03%,17.03%,"$16,648","$16,439","$16,590",,,"$16,590","$16,590",57.21%,53.78%,54.53%,,,,,"$20,767","$11,774","$13,076",11,65,76,41.91%,44.14%,43.65%,,,,43.65%,"$11,952","$13,087","$12,831",,,,"$12,830.76",0.19%,1.62%,1.81%,,,,1.81%,"$1,176","$1,054","$1,066",,,,"$1,066",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"March, 2023",,,,,,,,,,,"$410,123",,"$1,798,068",,"$52,079","$102,180","$9,394","$2,044,538","$2,208,191","$2,208,191",,"$132,491",483,849,,156,,156,0,57,"1,082","1,082",,"1,139",548,747,"1,295","1,295",,"$2,629","$1,579",$95,$137,"$1,333","$1,333",,"$2,038,286","$2,038,286",,59,1,22,0,5,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,127,845,,451,521,0,972,0,0,0,0,0,0,0,18.59%,25.46%,29.48%,17.34%,29.99%,,24.63%,$647,$515,$157,$775,$420,$0,$526,33.33%,22.83%,28.84%,23.54%,24.50%,,24.09%,32.69%,26.54%,27.56%,28.68%,26.78%,,27.56%,"$11,980","$10,614","$10,884","$8,154","$12,946",,"$10,884",229,132,361,361,361,,10.04%,21.21%,14.13%,,,14.13%,14.13%,"$17,680","$17,447","$17,552",,,"$17,552","$17,552",53.40%,48.35%,49.32%,,,,,"$26,201","$17,750","$19,025",8,45,53,44.94%,49.92%,48.96%,,,,48.96%,"$11,761","$13,300","$13,000",,,,"$13,000.25",0.32%,1.40%,1.72%,,,,1.72%,"$1,625",$989,"$1,066",,,,"$1,066",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"February, 2023",,,,,,,,,,,"$499,864",,"$1,295,595",,"$47,074","$87,806","$2,108","$1,658,471","$1,795,460","$1,795,460",,"$107,728",979,511,,211,,211,0,77,"1,020","1,020",,"1,097",517,791,"1,308","1,308",,"$2,369","$1,181",$91,$111,"$1,133","$1,133",,"$1,976,168","$1,976,168",,57,1,25,0,4,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,154,821,,405,570,0,975,0,0,0,0,0,0,0,26.54%,24.79%,32.16%,20.89%,27.81%,,25.08%,$600,$438,$152,$597,$399,$0,$466,24.17%,19.14%,25.59%,16.63%,22.12%,,19.95%,35.29%,20.95%,23.75%,30.23%,20.57%,,23.75%,"$16,171","$13,261","$14,106","$7,562","$18,832",,"$14,106",178,99,277,277,277,,17.98%,15.15%,16.97%,,,16.97%,16.97%,"$16,218","$15,793","$16,083",,,"$16,083","$16,083",16.75%,56.78%,45.34%,,,,,"$15,877","$14,620","$14,744",5,46,51,81.81%,41.12%,52.75%,,,,52.75%,"$13,370","$11,328","$12,150",,,,"$12,150.34",0.41%,1.50%,1.91%,,,,1.91%,"$1,706","$1,037","$1,133",,,,"$1,133",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,"January, 2023",,,,,,,,,,,"$571,752",,"$1,323,276",,"$81,238","$77,229","$5,745","$1,730,816","$1,895,029","$1,895,029",,"$113,702",971,589,,193,,192,1,131,"1,054","1,054",,"1,185",574,804,"1,378","1,378",,"$2,962","$1,117",$142,$96,"$1,120","$1,120",,"$1,800,922","$1,800,922",,60,1,28,0,4,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,136,901,,416,621,0,"1,037",0,0,0,0,0,0,0,27.46%,23.38%,31.31%,26.13%,22.39%,,23.95%,$433,$474,$151,$576,$373,$0,$467,33.68%,16.03%,24.19%,16.38%,20.02%,,18.51%,24.62%,22.63%,23.14%,26.60%,21.12%,,23.14%,"$10,414","$9,561","$9,792","$7,228","$11,677",,"$9,792",208,106,314,314,314,,15.87%,19.81%,17.20%,,,17.20%,17.20%,"$15,711","$15,192","$15,509",,,"$15,509","$15,509",26.19%,36.47%,33.25%,,,,,"$20,281","$13,550","$14,758",7,32,39,73.65%,60.79%,64.82%,,,,64.82%,"$12,877","$13,384","$13,199",,,,"$13,199.05",0.05%,1.88%,1.92%,,,,1.93%,$420,"$1,048","$1,010",,,,"$1,010",,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Region,New Cust,Repeat Cust,Demand,Maint,Estimates,New Cust,Repeat Cust,Demand,Maint,Estimates,New Cust,NCust  Trend,Repeat Cust,RCust  Trend,Demand,Maint,Estimates,Projects,TOTAL,PACE,Rev Trend,MKT Exp,ROAS,CAC,CAC Trend,New Cust,NCust  Trend,New Cust IB,New Cust OB,R Cust OB,R Cust IB,R Cust IB PACE,R IB Trend,Repeat Cust,Demand,Maint,Total,PACE,SJ Trend,New Cust GBA,R Cust GBA,Demand GBA,Maint GBA,GBA,GBA,Trend,ACTUAL,PACE,TREND,SJ Qty,Svc Avg,Svc PJ Qty,Svc Prj Avg,Repl Pj Qty,Installer Avg,SJ SVC Sold Hours,SJ SVC REV Sold Hrs,SJ SVC Worked Hrs,SJ SVC REV Worked Hrs,PJ SVC Sold Hours,PJ SVC REV Sold Hrs,PJ SVC Worked Hrs,PJ SVC REV Worked Hrs,REPL Sold Hours,REPL REV Sold Hrs,REPL Worked Hours,REPL REV Worked Hrs,Total Sold Hrs,,,New Cust,Repeat Cust,,Demand,Maint,,Total,New Cust,Repeat Cust,,Demand,,,Total,New Cust,Repeat Cust,,Demand,Maint,,Total,New Cust,Repeat Cust,,Demand,Maint,Estimates,Total,New Cust,Repeat Cust,Total,Demand,Maint,,Total,New Cust,Repeat Cust,,Demand,Maint,,Total,New Cust,Repeat Cust,,Demand,Maint,,Total,New Cust,Repeat Cust,Estimates,Total,PACE,Est Trend,New Cust,Repeat Cust,,Demand,Maint,Estimates,Total,New Cust,Repeat Cust,,Demand,Maint,Estimates,Total,New Cust,Repeat Cust,Total,Demand,Maintenance,Estimates,Total,New Cust,Repeat Cust,Total AVG  $,COUNT PRJ NEW,COUNT PRJ REPEAT,TOTAL PRJ,New Cust,Repeat Cust,Total,Demand,Maint,Estimates,Total,New Cust,Repeat Cust,Total,Demand,Maint,Estimates,Total,New Cust,Repeat Cust,Total,Demand,Maint,Estimates,Total,New Cust,Repeat Cust,Total,Demand,Maint,Estimates,Total,New Cust,Repeat Cust,Total,Maint,Estimates,New Cust,Repeat Cust,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Maint,Estimates,New Cust,Repeat Cust,Demand,Maint,Estimates,New Cust,Repeat Cust,NPS,Maint,Estimates
,2024,TOTAL,,,,,,,,,,,"$5,619,029",107.6%,"$14,582,228",93.5%,"$333,124","$670,244","$10,242","$19,187,646","$20,201,257","$20,201,257",97.0%,"$4,923,199","3,057",1838,114.1%,"2,678",175.3%,"2,676",2,418,"9,254","9,254",88.8%,"9,672","3,988","8,362","12,350","12,350",98.4%,"$2,098","$1,508",$84,$80,"$1,524","$1,524",111.5%,"$20,005,661","$20,005,661",93.9%,"1,105",19,47,2,188,14,"1,743.8",,"14,666.2",,"1,086.7",,"1,223.1",,"31,003.3",,"26,934.0",,"33,833.8",,,"2,308","8,597",,"3,423","7,482",0,"10,905",0,0,,0,0,0,0,13.82%,11.11%,,14.17%,10.52%,,11.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,301,907,907,907,33.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
